country,president,year,mentions
Luxembourg,Gerald R. Ford,1975,2
Luxembourg,Gerald R. Ford,1976,2
Luxembourg,Herbert Hoover,1929,1
Luxembourg,Jimmy Carter,1977,3
Luxembourg,John F. Kennedy,1962,2
Luxembourg,John F. Kennedy,1963,3
Luxembourg,"Joseph R. Biden, Jr.",2021,1
Luxembourg,Ronald Reagan,1982,7
Luxembourg,Ronald Reagan,1983,2
Luxembourg,Ronald Reagan,1984,29
Luxembourg,William J. Clinton,1997,1
Luxembourg,William J. Clinton,1998,1
Macao,George Bush,1990,1
Macao,Jimmy Carter,1979,1
Madagascar,Barack Obama,2010,1
Madagascar,Barack Obama,2014,1
Madagascar,Barack Obama,2015,2
Madagascar,Dwight D. Eisenhower,1958,1
Madagascar,George W. Bush,2001,2
Madagascar,George W. Bush,2004,1
Madagascar,George W. Bush,2005,1
Madagascar,George W. Bush,2006,1
Madagascar,George W. Bush,2007,4
Madagascar,George W. Bush,2008,1
Madagascar,Richard Nixon,1973,2
Madagascar,William J. Clinton,1998,3
Malawi,William J. Clinton,1994,1
Malaysia,Barack Obama,2009,1
Malaysia,Barack Obama,2010,3
Malaysia,Barack Obama,2011,6
Malaysia,Barack Obama,2012,1
Malaysia,Barack Obama,2013,1
Malaysia,Barack Obama,2014,120
Malaysia,Barack Obama,2015,81
Malaysia,Barack Obama,2016,19
Malaysia,Donald J. Trump (1st Term),2017,7
Malaysia,Donald J. Trump (1st Term),2019,6
Malaysia,Donald J. Trump (2nd Term),2025,58
Malaysia,George Bush,1989,1
Malaysia,George Bush,1990,1
Malaysia,George Bush,1991,3
Malaysia,George Bush,1992,1
Malaysia,George W. Bush,2001,4
Malaysia,George W. Bush,2002,5
Malaysia,George W. Bush,2003,1
Malaysia,George W. Bush,2004,5
Malaysia,George W. Bush,2005,2
Malaysia,George W. Bush,2006,6
Malaysia,George W. Bush,2007,16
Malaysia,George W. Bush,2008,5
Malaysia,Gerald R. Ford,1975,1
Malaysia,Gerald R. Ford,1976,1
Malaysia,Jimmy Carter,1978,1
Malaysia,Jimmy Carter,1979,2
Malaysia,Jimmy Carter,1980,1
Malaysia,John F. Kennedy,1962,1
Malaysia,John F. Kennedy,1963,8
Malaysia,"Joseph R. Biden, Jr.",2021,1
Malaysia,"Joseph R. Biden, Jr.",2022,1
Malaysia,"Joseph R. Biden, Jr.",2023,1
Malaysia,"Joseph R. Biden, Jr.",2024,1
Malaysia,Lyndon B. Johnson,1964,9
Malaysia,Lyndon B. Johnson,1965,1
Malaysia,Lyndon B. Johnson,1966,27
Malaysia,Lyndon B. Johnson,1967,2
Malaysia,Lyndon B. Johnson,1968,1
Malaysia,Richard Nixon,1969,3
Malaysia,Richard Nixon,1970,2
Malaysia,Richard Nixon,1971,1
Malaysia,Richard Nixon,1973,3
Malaysia,Richard Nixon,1974,1
Malaysia,Ronald Reagan,1982,1
Malaysia,Ronald Reagan,1983,1
Malaysia,Ronald Reagan,1984,10
Malaysia,Ronald Reagan,1986,10
Malaysia,Ronald Reagan,1988,1
Malaysia,William J. Clinton,1993,3
Malaysia,William J. Clinton,1994,5
Malaysia,William J. Clinton,1995,2
Malaysia,William J. Clinton,1996,4
Malaysia,William J. Clinton,1998,2
Malaysia,William J. Clinton,1999,6
Malaysia,William J. Clinton,2000,1
Maldives,Donald J. Trump (2nd Term),2025,1
Mali,Barack Obama,2012,1
Mali,Barack Obama,2013,9
Mali,Barack Obama,2014,9
Mali,Barack Obama,2015,8
Mali,Barack Obama,2016,3
Mali,Donald J. Trump (1st Term),2017,1
Mali,Donald J. Trump (1st Term),2018,1
Mali,Donald J. Trump (2nd Term),2025,3
Mali,George Bush,1990,1
Mali,George W. Bush,2004,1
Mali,George W. Bush,2006,2
Mali,George W. Bush,2008,2
Mali,John F. Kennedy,1961,2
Mali,Ronald Reagan,1988,1
Mali,William J. Clinton,1998,1
Mali,William J. Clinton,1999,1
Malta,Donald J. Trump (2nd Term),2025,1
Malta,Dwight D. Eisenhower,1955,2
Malta,Dwight D. Eisenhower,1961,1
Malta,Franklin D. Roosevelt,1943,4
Malta,Franklin D. Roosevelt,1945,1
Malta,George Bush,1989,84
Malta,George Bush,1990,43
Malta,George Bush,1991,6
Malta,George W. Bush,2006,1
Malta,George W. Bush,2008,1
Malta,Gerald R. Ford,1976,1
Mauritania,Barack Obama,2014,1
Mauritania,Barack Obama,2015,1
Mauritania,Donald J. Trump (2nd Term),2025,8
Mauritania,George W. Bush,2003,1
Mauritania,George W. Bush,2007,2
Mauritania,George W. Bush,2008,1
Mauritania,"Joseph R. Biden, Jr.",2022,1
Mauritania,William J. Clinton,2000,1
Mexico,Barack Obama,2004,1
Mexico,Barack Obama,2009,175
Mexico,Barack Obama,2010,59
Mexico,Barack Obama,2011,93
Mexico,Barack Obama,2012,114
Mexico,Barack Obama,2013,159
Mexico,Barack Obama,2014,71
Mexico,Barack Obama,2015,46
Mexico,Barack Obama,2016,109
Mexico,Barack Obama,2017,1
Mexico,Calvin Coolidge,1923,3
Mexico,Calvin Coolidge,1924,7
Mexico,Calvin Coolidge,1925,2
Mexico,Calvin Coolidge,1926,26
Mexico,Calvin Coolidge,1927,21
Mexico,Calvin Coolidge,1928,8
Mexico,Donald J. Trump (1st Term),2017,159
Mexico,Donald J. Trump (1st Term),2018,524
Mexico,Donald J. Trump (1st Term),2019,677
Mexico,Donald J. Trump (1st Term),2020,383
Mexico,Donald J. Trump (1st Term),2021,20
Mexico,Donald J. Trump (1st Term),2024,5
Mexico,Donald J. Trump (2nd Term),2025,309
Mexico,Donald J. Trump (2nd Term),2026,13
Mexico,Dwight D. Eisenhower,1953,5
Mexico,Dwight D. Eisenhower,1954,4
Mexico,Dwight D. Eisenhower,1956,3
Mexico,Dwight D. Eisenhower,1957,2
Mexico,Dwight D. Eisenhower,1958,3
Mexico,Dwight D. Eisenhower,1959,9
Mexico,Dwight D. Eisenhower,1960,10
Mexico,Franklin D. Roosevelt,1933,1
Mexico,Franklin D. Roosevelt,1935,1
Mexico,Franklin D. Roosevelt,1936,5
Mexico,Franklin D. Roosevelt,1937,1
Mexico,Franklin D. Roosevelt,1938,17
Mexico,Franklin D. Roosevelt,1940,7
Mexico,Franklin D. Roosevelt,1941,2
Mexico,Franklin D. Roosevelt,1942,1
Mexico,Franklin D. Roosevelt,1943,11
Mexico,Franklin D. Roosevelt,1944,1
Mexico,George Bush,1989,67
Mexico,George Bush,1990,113
Mexico,George Bush,1991,178
Mexico,George Bush,1992,219
Mexico,George Bush,1993,1
Mexico,George W. Bush,2001,215
Mexico,George W. Bush,2002,178
Mexico,George W. Bush,2003,18
Mexico,George W. Bush,2004,75
Mexico,George W. Bush,2005,50
Mexico,George W. Bush,2006,102
Mexico,George W. Bush,2007,161
Mexico,George W. Bush,2008,100
Mexico,George W. Bush,2009,9
Mexico,Gerald R. Ford,1974,31
Mexico,Gerald R. Ford,1976,37
Mexico,Herbert Hoover,1929,8
Mexico,Herbert Hoover,1930,3
Mexico,Herbert Hoover,1931,2
Mexico,Herbert Hoover,1932,5
Mexico,James Buchanan,1857,1
Mexico,Jimmy Carter,1977,48
Mexico,Jimmy Carter,1978,50
Mexico,Jimmy Carter,1979,215
Mexico,Jimmy Carter,1980,70
Mexico,John F. Kennedy,1961,1
Mexico,John F. Kennedy,1962,46
Mexico,John F. Kennedy,1963,10
Mexico,"Joseph R. Biden, Jr.",2020,1
Mexico,"Joseph R. Biden, Jr.",2021,50
Mexico,"Joseph R. Biden, Jr.",2022,36
Mexico,"Joseph R. Biden, Jr.",2023,76
Mexico,"Joseph R. Biden, Jr.",2024,23
Mexico,"Joseph R. Biden, Jr.",2025,1
Mexico,Lyndon B. Johnson,1963,9
Mexico,Lyndon B. Johnson,1964,53
Mexico,Lyndon B. Johnson,1965,4
Mexico,Lyndon B. Johnson,1966,44
Mexico,Lyndon B. Johnson,1967,38
Mexico,Lyndon B. Johnson,1968,28
Mexico,Lyndon B. Johnson,1969,1
Mexico,Richard Nixon,1969,12
Mexico,Richard Nixon,1970,47
Mexico,Richard Nixon,1971,8
Mexico,Richard Nixon,1972,30
Mexico,Richard Nixon,1974,19
Mexico,Ronald Reagan,1964,1
Mexico,Ronald Reagan,1981,28
Mexico,Ronald Reagan,1982,49
Mexico,Ronald Reagan,1983,57
Mexico,Ronald Reagan,1984,25
Mexico,Ronald Reagan,1985,9
Mexico,Ronald Reagan,1986,75
Mexico,Ronald Reagan,1987,10
Mexico,Ronald Reagan,1988,43
Mexico,Theodore Roosevelt,1902,1
Mexico,Theodore Roosevelt,1905,1
Mexico,Warren G. Harding,1920,1
Mexico,Warren G. Harding,1923,5
Mexico,William Howard Taft,1909,3
Mexico,William Howard Taft,1912,2
Mexico,William J. Clinton,1993,526
Mexico,William J. Clinton,1994,108
Mexico,William J. Clinton,1995,265
Mexico,William J. Clinton,1996,28
Mexico,William J. Clinton,1997,300
Mexico,William J. Clinton,1998,50
Mexico,William J. Clinton,1999,65
Mexico,William J. Clinton,2000,77
Mexico,William J. Clinton,2001,2
Mexico,William J. Clinton,2008,1
Mexico,William McKinley,1901,4
Mexico,Woodrow Wilson,1913,39
Mexico,Woodrow Wilson,1914,12
Mexico,Woodrow Wilson,1915,13
Mexico,Woodrow Wilson,1916,26
Mexico,Woodrow Wilson,1917,1
Mexico,Woodrow Wilson,1919,3
Monaco,Donald J. Trump (2nd Term),2025,2
Monaco,John F. Kennedy,1962,1
Monaco,"Joseph R. Biden, Jr.",2024,1
Monaco,Ronald Reagan,1984,1
Mongolia,Barack Obama,2013,4
Mongolia,Donald J. Trump (1st Term),2019,3
Mongolia,George Bush,1990,1
Mongolia,George Bush,1991,17
Mongolia,George Bush,1992,2
Mongolia,George W. Bush,2003,1
Mongolia,George W. Bush,2004,1
Mongolia,George W. Bush,2005,38
Mongolia,George W. Bush,2007,14
Mongolia,George W. Bush,2008,2
Mongolia,Jimmy Carter,1977,1
Mongolia,Jimmy Carter,1980,1
Mongolia,Richard Nixon,1971,1
Mongolia,William J. Clinton,1996,3
Mongolia,William J. Clinton,1998,2
Mongolia,William J. Clinton,1999,6
Mongolia,William J. Clinton,2000,2
Montenegro,Barack Obama,2016,1
Montenegro,Donald J. Trump (1st Term),2017,2
Montenegro,Donald J. Trump (1st Term),2018,1
Montenegro,George W. Bush,2006,1
Montenegro,George W. Bush,2008,4
Montenegro,Lyndon B. Johnson,1966,1
Montenegro,William J. Clinton,1999,11
Montenegro,William J. Clinton,2000,6
Montenegro,Woodrow Wilson,1918,1
Morocco,Barack Obama,2009,1
Morocco,Barack Obama,2011,1
Morocco,Barack Obama,2012,1
Morocco,Barack Obama,2014,1
Morocco,Barack Obama,2015,2
Morocco,Barack Obama,2016,5
Morocco,Donald J. Trump (1st Term),2018,1
Morocco,Donald J. Trump (1st Term),2019,2
Morocco,Donald J. Trump (1st Term),2020,3
Morocco,Donald J. Trump (2nd Term),2025,2
Morocco,Dwight D. Eisenhower,1957,1
Morocco,Dwight D. Eisenhower,1959,4
Morocco,Franklin D. Roosevelt,1941,1
Morocco,Franklin D. Roosevelt,1942,1
Morocco,Franklin D. Roosevelt,1943,8
Morocco,George Bush,1989,2
Morocco,George Bush,1990,9
Morocco,George Bush,1991,20
Morocco,George Bush,1992,2
Morocco,George W. Bush,2001,1
Morocco,George W. Bush,2002,8
Morocco,George W. Bush,2003,10
Morocco,George W. Bush,2004,9
Morocco,George W. Bush,2005,6
Morocco,George W. Bush,2006,2
Morocco,George W. Bush,2007,4
Morocco,George W. Bush,2008,17
Morocco,George Washington,1795,1
Morocco,Jimmy Carter,1977,1
Morocco,Jimmy Carter,1978,22
Morocco,Jimmy Carter,1980,1
Morocco,John F. Kennedy,1962,1
Morocco,John F. Kennedy,1963,5
Morocco,"Joseph R. Biden, Jr.",2022,1
Morocco,"Joseph R. Biden, Jr.",2023,4
Morocco,"Joseph R. Biden, Jr.",2024,1
Morocco,Lyndon B. Johnson,1966,1
Morocco,Lyndon B. Johnson,1967,3
Morocco,Richard Nixon,1969,1
Morocco,Richard Nixon,1970,3
Morocco,Ronald Reagan,1982,7
Morocco,Ronald Reagan,1983,1
Morocco,Ronald Reagan,1984,2
Morocco,Ronald Reagan,1985,5
Morocco,Ronald Reagan,1986,1
Morocco,William J. Clinton,1993,7
Morocco,William J. Clinton,1994,2
Morocco,William J. Clinton,1995,21
Morocco,William J. Clinton,1999,19
Morocco,William J. Clinton,2000,12
Mozambique,Barack Obama,2010,1
Mozambique,Barack Obama,2015,3
Mozambique,Barack Obama,2016,1
Mozambique,Donald J. Trump (2nd Term),2025,4
Mozambique,George Bush,1990,4
Mozambique,George Bush,1991,1
Mozambique,George W. Bush,2003,2
Mozambique,George W. Bush,2004,1
Mozambique,George W. Bush,2007,1
Mozambique,Gerald R. Ford,1975,1
Mozambique,Gerald R. Ford,1976,2
Mozambique,Jimmy Carter,1977,1
Mozambique,Jimmy Carter,1979,1
Mozambique,Ronald Reagan,1983,1
Mozambique,Ronald Reagan,1985,2
Mozambique,Ronald Reagan,1986,2
Mozambique,Ronald Reagan,1987,2
Mozambique,William J. Clinton,1993,2
Mozambique,William J. Clinton,1994,1
Mozambique,William J. Clinton,1997,3
Mozambique,William J. Clinton,1998,7
Mozambique,William J. Clinton,2000,6
Myanmar,Barack Obama,2010,2
Myanmar,Barack Obama,2012,18
Myanmar,Barack Obama,2013,19
Myanmar,Barack Obama,2014,56
Myanmar,Barack Obama,2015,46
Myanmar,Barack Obama,2016,16
Myanmar,Donald J. Trump (1st Term),2019,2
Myanmar,Donald J. Trump (2nd Term),2025,1
Myanmar,George Bush,1992,6
Myanmar,George W. Bush,2002,1
Myanmar,George W. Bush,2005,1
Myanmar,George W. Bush,2007,3
Myanmar,George W. Bush,2008,4
Myanmar,"Joseph R. Biden, Jr.",2021,2
Myanmar,"Joseph R. Biden, Jr.",2022,2
Namibia,Barack Obama,2014,1
Namibia,Barack Obama,2015,2
Namibia,Barack Obama,2016,1
Namibia,Donald J. Trump (1st Term),2017,2
Namibia,Donald J. Trump (2nd Term),2025,1
Namibia,George Bush,1989,2
Namibia,George Bush,1990,6
Namibia,George Bush,1991,4
Namibia,George Bush,1992,1
Namibia,George W. Bush,2003,2
Namibia,George W. Bush,2005,3
Namibia,George W. Bush,2007,1
Namibia,Gerald R. Ford,1976,4
Namibia,Jimmy Carter,1977,41
Namibia,Jimmy Carter,1978,66
Namibia,Jimmy Carter,1979,10
Namibia,Jimmy Carter,1980,9
Namibia,"Joseph R. Biden, Jr.",2022,1
Namibia,"Joseph R. Biden, Jr.",2023,3
Namibia,"Joseph R. Biden, Jr.",2024,1
Namibia,Ronald Reagan,1981,1
Namibia,Ronald Reagan,1982,6
Namibia,Ronald Reagan,1983,8
Namibia,Ronald Reagan,1984,15
Namibia,Ronald Reagan,1985,4
Namibia,Ronald Reagan,1986,1
Namibia,Ronald Reagan,1987,1
Namibia,Ronald Reagan,1988,4
Namibia,William J. Clinton,1993,22
Namibia,William J. Clinton,1994,1
Namibia,William J. Clinton,1995,2
Namibia,William J. Clinton,1996,1
Namibia,William J. Clinton,1997,4
Namibia,William J. Clinton,2000,2
Nauru,"Joseph R. Biden, Jr.",2024,1
Nauru,William J. Clinton,1996,1
Nepal,Barack Obama,2014,2
Nepal,Barack Obama,2015,5
Nepal,Barack Obama,2016,3
Nepal,Donald J. Trump (2nd Term),2025,5
Nepal,Dwight D. Eisenhower,1958,2
Nepal,Dwight D. Eisenhower,1960,3
Nepal,George Bush,1990,1
Nepal,George W. Bush,2006,1
Nepal,Gerald R. Ford,1976,1
Nepal,Jimmy Carter,1978,1
Nepal,John F. Kennedy,1963,1
Nepal,Lyndon B. Johnson,1967,7
Nepal,Richard Nixon,1969,2
Nepal,Richard Nixon,1970,1
Nepal,Ronald Reagan,1983,25
Nepal,Ronald Reagan,1984,1
Nepal,William J. Clinton,1995,4
Nepal,William J. Clinton,1996,1
Netherlands,Barack Obama,2009,15
Netherlands,Barack Obama,2010,1
Netherlands,Barack Obama,2011,10
Netherlands,Barack Obama,2012,1
Netherlands,Barack Obama,2013,3
Netherlands,Barack Obama,2014,31
Netherlands,Barack Obama,2015,6
Netherlands,Barack Obama,2016,4
Netherlands,Calvin Coolidge,1928,1
Netherlands,Donald J. Trump (1st Term),2018,4
Netherlands,Donald J. Trump (1st Term),2019,9
Netherlands,Donald J. Trump (1st Term),2020,5
Netherlands,Donald J. Trump (2nd Term),2025,28
Netherlands,Dwight D. Eisenhower,1956,1
Netherlands,Dwight D. Eisenhower,1960,1
Netherlands,Franklin D. Roosevelt,1935,1
Netherlands,Franklin D. Roosevelt,1939,1
Netherlands,Franklin D. Roosevelt,1940,2
Netherlands,Franklin D. Roosevelt,1941,5
Netherlands,Franklin D. Roosevelt,1942,9
Netherlands,George Bush,1989,16
Netherlands,George Bush,1991,3
Netherlands,George Bush,1992,1
Netherlands,George W. Bush,2003,1
Netherlands,George W. Bush,2004,7
Netherlands,George W. Bush,2005,28
Netherlands,George W. Bush,2006,6
Netherlands,George W. Bush,2007,1
Netherlands,George W. Bush,2008,4
Netherlands,Gerald R. Ford,1974,1
Netherlands,Gerald R. Ford,1975,3
Netherlands,Herbert Hoover,1932,1
Netherlands,John F. Kennedy,1961,3
Netherlands,John F. Kennedy,1962,5
Netherlands,John F. Kennedy,1963,1
Netherlands,"Joseph R. Biden, Jr.",2021,2
Netherlands,"Joseph R. Biden, Jr.",2022,3
Netherlands,"Joseph R. Biden, Jr.",2023,1
Netherlands,"Joseph R. Biden, Jr.",2024,2
Netherlands,Lyndon B. Johnson,1967,1
Netherlands,Richard Nixon,1969,7
Netherlands,Ronald Reagan,1981,1
Netherlands,Ronald Reagan,1982,17
Netherlands,Ronald Reagan,1983,5
Netherlands,Ronald Reagan,1984,2
Netherlands,Ronald Reagan,1987,1
Netherlands,Ronald Reagan,1988,2
Netherlands,Theodore Roosevelt,1902,1
Netherlands,Theodore Roosevelt,1903,1
Netherlands,Warren G. Harding,1922,1
Netherlands,William J. Clinton,1994,1
Netherlands,William J. Clinton,1995,9
Netherlands,William J. Clinton,1996,2
Netherlands,William J. Clinton,1997,9
Netherlands,William J. Clinton,1998,1
Netherlands,William J. Clinton,1999,4
Netherlands,William J. Clinton,2000,2
New Caledonia,Franklin D. Roosevelt,1942,1
New Zealand,Barack Obama,2009,1
New Zealand,Barack Obama,2010,2
New Zealand,Barack Obama,2011,10
New Zealand,Barack Obama,2012,1
New Zealand,Barack Obama,2014,14
New Zealand,Barack Obama,2015,3
New Zealand,Barack Obama,2016,3
New Zealand,Barack Obama,2017,3
New Zealand,Donald J. Trump (1st Term),2019,15
New Zealand,Donald J. Trump (1st Term),2020,9
New Zealand,Donald J. Trump (2nd Term),2025,4
New Zealand,Dwight D. Eisenhower,1954,5
New Zealand,Dwight D. Eisenhower,1955,1
New Zealand,Dwight D. Eisenhower,1960,1
New Zealand,Franklin D. Roosevelt,1941,2
New Zealand,Franklin D. Roosevelt,1942,8
New Zealand,Franklin D. Roosevelt,1943,3
New Zealand,Franklin D. Roosevelt,1944,5
New Zealand,George Bush,1989,2
New Zealand,George Bush,1990,7
New Zealand,George Bush,1991,10
New Zealand,George Bush,1992,1
New Zealand,George W. Bush,2001,1
New Zealand,George W. Bush,2002,3
New Zealand,George W. Bush,2003,7
New Zealand,George W. Bush,2005,4
New Zealand,George W. Bush,2006,2
New Zealand,George W. Bush,2007,11
New Zealand,George W. Bush,2008,2
New Zealand,Gerald R. Ford,1975,2
New Zealand,Gerald R. Ford,1976,1
New Zealand,Herbert Hoover,1929,1
New Zealand,Herbert Hoover,1931,1
New Zealand,Herbert Hoover,1932,5
New Zealand,Jimmy Carter,1977,15
New Zealand,Jimmy Carter,1978,4
New Zealand,Jimmy Carter,1979,6
New Zealand,Jimmy Carter,1980,7
New Zealand,John F. Kennedy,1962,3
New Zealand,John F. Kennedy,1963,2
New Zealand,"Joseph R. Biden, Jr.",2022,7
New Zealand,"Joseph R. Biden, Jr.",2023,1
New Zealand,"Joseph R. Biden, Jr.",2024,2
New Zealand,Lyndon B. Johnson,1963,1
New Zealand,Lyndon B. Johnson,1964,9
New Zealand,Lyndon B. Johnson,1965,1
New Zealand,Lyndon B. Johnson,1966,59
New Zealand,Lyndon B. Johnson,1967,2
New Zealand,Lyndon B. Johnson,1968,11
New Zealand,Richard Nixon,1969,1
New Zealand,Richard Nixon,1970,1
New Zealand,Richard Nixon,1972,1
New Zealand,Richard Nixon,1973,5
New Zealand,Ronald Reagan,1981,8
New Zealand,Ronald Reagan,1982,1
New Zealand,Ronald Reagan,1983,3
New Zealand,Ronald Reagan,1984,6
New Zealand,Ronald Reagan,1985,8
New Zealand,Ronald Reagan,1986,2
New Zealand,Ronald Reagan,1987,3
New Zealand,Ronald Reagan,1988,1
New Zealand,William Howard Taft,1909,1
New Zealand,William Howard Taft,1910,1
New Zealand,William J. Clinton,1993,8
New Zealand,William J. Clinton,1994,2
New Zealand,William J. Clinton,1996,4
New Zealand,William J. Clinton,1997,1
New Zealand,William J. Clinton,1998,2
New Zealand,William J. Clinton,1999,45
New Zealand,William J. Clinton,2000,2
New Zealand,Woodrow Wilson,1919,6
Nicaragua,Barack Obama,2009,2
Nicaragua,Barack Obama,2011,1
Nicaragua,Barack Obama,2012,1
Nicaragua,Barack Obama,2013,1
Nicaragua,Barack Obama,2015,1
Nicaragua,Barack Obama,2016,2
Nicaragua,Barack Obama,2017,1
Nicaragua,Calvin Coolidge,1924,1
Nicaragua,Calvin Coolidge,1925,3
Nicaragua,Calvin Coolidge,1926,2
Nicaragua,Calvin Coolidge,1927,13
Nicaragua,Calvin Coolidge,1928,10
Nicaragua,Donald J. Trump (1st Term),2018,2
Nicaragua,Donald J. Trump (1st Term),2019,19
Nicaragua,Donald J. Trump (1st Term),2020,10
Nicaragua,Franklin D. Roosevelt,1935,1
Nicaragua,George Bush,1989,87
Nicaragua,George Bush,1990,178
Nicaragua,George Bush,1991,20
Nicaragua,George Bush,1992,7
Nicaragua,George W. Bush,2003,2
Nicaragua,George W. Bush,2004,5
Nicaragua,George W. Bush,2005,4
Nicaragua,George W. Bush,2006,2
Nicaragua,George W. Bush,2007,7
Nicaragua,George W. Bush,2008,2
Nicaragua,Gerald R. Ford,1976,1
Nicaragua,Herbert Hoover,1928,2
Nicaragua,Herbert Hoover,1929,3
Nicaragua,Herbert Hoover,1930,1
Nicaragua,Herbert Hoover,1931,9
Nicaragua,Jimmy Carter,1977,1
Nicaragua,Jimmy Carter,1978,34
Nicaragua,Jimmy Carter,1979,15
Nicaragua,Jimmy Carter,1980,4
Nicaragua,John F. Kennedy,1961,1
Nicaragua,John F. Kennedy,1962,2
Nicaragua,John F. Kennedy,1963,1
Nicaragua,"Joseph R. Biden, Jr.",2022,2
Nicaragua,"Joseph R. Biden, Jr.",2023,10
Nicaragua,Lyndon B. Johnson,1964,2
Nicaragua,Lyndon B. Johnson,1965,1
Nicaragua,Lyndon B. Johnson,1966,4
Nicaragua,Lyndon B. Johnson,1967,1
Nicaragua,Lyndon B. Johnson,1968,4
Nicaragua,Richard Nixon,1970,1
Nicaragua,Richard Nixon,1973,1
Nicaragua,Ronald Reagan,1981,4
Nicaragua,Ronald Reagan,1982,25
Nicaragua,Ronald Reagan,1983,141
Nicaragua,Ronald Reagan,1984,162
Nicaragua,Ronald Reagan,1985,272
Nicaragua,Ronald Reagan,1986,318
Nicaragua,Ronald Reagan,1987,221
Nicaragua,Ronald Reagan,1988,236
Nicaragua,Warren G. Harding,1923,1
Nicaragua,William J. Clinton,1993,9
Nicaragua,William J. Clinton,1995,3
Nicaragua,William J. Clinton,1996,1
Nicaragua,William J. Clinton,1997,2
Nicaragua,William J. Clinton,1998,11
Nicaragua,William J. Clinton,1999,15
Nicaragua,William J. Clinton,2000,4
Niger,Barack Obama,2011,1
Niger,Barack Obama,2014,1
Niger,George W. Bush,2003,1
Niger,George W. Bush,2005,1
Niger,George W. Bush,2007,2
Niger,Jimmy Carter,1980,1
Niger,Ronald Reagan,1984,1
Nigeria,Barack Obama,2009,2
Nigeria,Barack Obama,2010,3
Nigeria,Barack Obama,2011,2
Nigeria,Barack Obama,2012,3
Nigeria,Barack Obama,2013,30
Nigeria,Barack Obama,2014,20
Nigeria,Barack Obama,2015,41
Nigeria,Barack Obama,2016,14
Nigeria,Donald J. Trump (1st Term),2017,3
Nigeria,Donald J. Trump (1st Term),2018,50
Nigeria,Donald J. Trump (1st Term),2019,1
Nigeria,Donald J. Trump (1st Term),2020,14
Nigeria,Donald J. Trump (2nd Term),2025,5
Nigeria,Donald J. Trump (2nd Term),2026,3
Nigeria,George Bush,1989,3
Nigeria,George Bush,1990,1
Nigeria,George W. Bush,2001,15
Nigeria,George W. Bush,2003,27
Nigeria,George W. Bush,2004,2
Nigeria,George W. Bush,2005,3
Nigeria,George W. Bush,2007,10
Nigeria,George W. Bush,2008,5
Nigeria,Gerald R. Ford,1975,2
Nigeria,Jimmy Carter,1977,42
Nigeria,Jimmy Carter,1978,113
