state,abbr,president,year,mentions
Connecticut,CT,Lyndon B. Johnson,1966,1
Connecticut,CT,Lyndon B. Johnson,1967,6
Connecticut,CT,Lyndon B. Johnson,1968,2
Connecticut,CT,Lyndon B. Johnson,1969,1
Connecticut,CT,Richard Nixon,1970,6
Connecticut,CT,Richard Nixon,1971,2
Connecticut,CT,Richard Nixon,1972,1
Connecticut,CT,Ronald Reagan,1981,2
Connecticut,CT,Ronald Reagan,1982,1
Connecticut,CT,Ronald Reagan,1984,6
Connecticut,CT,Ronald Reagan,1985,2
Connecticut,CT,Ronald Reagan,1986,3
Connecticut,CT,Ronald Reagan,1987,5
Connecticut,CT,Ronald Reagan,1988,2
Connecticut,CT,Theodore Roosevelt,1902,4
Connecticut,CT,Warren G. Harding,1923,2
Connecticut,CT,William Howard Taft,1909,4
Connecticut,CT,William J. Clinton,1993,41
Connecticut,CT,William J. Clinton,1994,36
Connecticut,CT,William J. Clinton,1995,8
Connecticut,CT,William J. Clinton,1996,26
Connecticut,CT,William J. Clinton,1997,8
Connecticut,CT,William J. Clinton,1998,21
Connecticut,CT,William J. Clinton,1999,11
Connecticut,CT,William J. Clinton,2000,20
Delaware,DE,Abraham Lincoln,1862,1
Delaware,DE,Barack Obama,2009,3
Delaware,DE,Barack Obama,2010,16
Delaware,DE,Barack Obama,2011,2
Delaware,DE,Barack Obama,2012,1
Delaware,DE,Barack Obama,2013,4
Delaware,DE,Barack Obama,2014,3
Delaware,DE,Barack Obama,2015,4
Delaware,DE,Barack Obama,2016,2
Delaware,DE,Barack Obama,2017,4
Delaware,DE,Calvin Coolidge,1925,2
Delaware,DE,Calvin Coolidge,1926,8
Delaware,DE,Donald J. Trump (1st Term),2017,2
Delaware,DE,Donald J. Trump (1st Term),2018,2
Delaware,DE,Donald J. Trump (1st Term),2019,3
Delaware,DE,Donald J. Trump (1st Term),2020,28
Delaware,DE,Donald J. Trump (1st Term),2024,1
Delaware,DE,Donald J. Trump (2nd Term),2025,1
Delaware,DE,Dwight D. Eisenhower,1954,2
Delaware,DE,Franklin D. Roosevelt,1938,3
Delaware,DE,Franklin D. Roosevelt,1940,2
Delaware,DE,Franklin D. Roosevelt,1944,1
Delaware,DE,George Bush,1989,6
Delaware,DE,George Bush,1990,2
Delaware,DE,George Bush,1991,5
Delaware,DE,George Bush,1992,5
Delaware,DE,George W. Bush,2001,7
Delaware,DE,George W. Bush,2002,2
Delaware,DE,George W. Bush,2003,2
Delaware,DE,George W. Bush,2004,1
Delaware,DE,George W. Bush,2005,1
Delaware,DE,George W. Bush,2006,4
Delaware,DE,George W. Bush,2007,5
Delaware,DE,George W. Bush,2008,1
Delaware,DE,Gerald R. Ford,1975,1
Delaware,DE,Gerald R. Ford,1976,2
Delaware,DE,Herbert Hoover,1930,1
Delaware,DE,Herbert Hoover,1931,3
Delaware,DE,Herbert Hoover,1932,3
Delaware,DE,Jimmy Carter,1977,3
Delaware,DE,Jimmy Carter,1978,11
Delaware,DE,Jimmy Carter,1979,1
Delaware,DE,Jimmy Carter,1980,3
Delaware,DE,John F. Kennedy,1961,1
Delaware,DE,John F. Kennedy,1962,2
Delaware,DE,John F. Kennedy,1963,4
Delaware,DE,"Joseph R. Biden, Jr.",2020,4
Delaware,DE,"Joseph R. Biden, Jr.",2021,133
Delaware,DE,"Joseph R. Biden, Jr.",2022,199
Delaware,DE,"Joseph R. Biden, Jr.",2023,216
Delaware,DE,"Joseph R. Biden, Jr.",2024,241
Delaware,DE,"Joseph R. Biden, Jr.",2025,9
Delaware,DE,Lyndon B. Johnson,1964,8
Delaware,DE,Lyndon B. Johnson,1965,2
Delaware,DE,Lyndon B. Johnson,1966,11
Delaware,DE,Lyndon B. Johnson,1967,2
Delaware,DE,Lyndon B. Johnson,1968,1
Delaware,DE,Richard Nixon,1972,1
Delaware,DE,Ronald Reagan,1981,2
Delaware,DE,Ronald Reagan,1982,2
Delaware,DE,Ronald Reagan,1983,1
Delaware,DE,Ronald Reagan,1984,3
Delaware,DE,Ronald Reagan,1985,1
Delaware,DE,Ronald Reagan,1987,3
Delaware,DE,Ronald Reagan,1988,3
Delaware,DE,Theodore Roosevelt,1903,1
Delaware,DE,Theodore Roosevelt,1904,1
Delaware,DE,Theodore Roosevelt,1905,1
Delaware,DE,William J. Clinton,1993,7
Delaware,DE,William J. Clinton,1994,21
Delaware,DE,William J. Clinton,1995,11
Delaware,DE,William J. Clinton,1996,8
Delaware,DE,William J. Clinton,1997,2
Delaware,DE,William J. Clinton,1998,19
Delaware,DE,William J. Clinton,1999,7
Delaware,DE,William J. Clinton,2000,6
Florida,FL,Andrew Johnson,1866,1
Florida,FL,Barack Obama,2004,1
Florida,FL,Barack Obama,2009,57
Florida,FL,Barack Obama,2010,96
Florida,FL,Barack Obama,2011,43
Florida,FL,Barack Obama,2012,209
Florida,FL,Barack Obama,2013,40
Florida,FL,Barack Obama,2014,26
Florida,FL,Barack Obama,2015,20
Florida,FL,Barack Obama,2016,85
Florida,FL,Calvin Coolidge,1924,2
Florida,FL,Calvin Coolidge,1925,3
Florida,FL,Calvin Coolidge,1926,1
Florida,FL,Calvin Coolidge,1927,3
Florida,FL,Calvin Coolidge,1928,5
Florida,FL,Donald J. Trump (1st Term),2016,1
Florida,FL,Donald J. Trump (1st Term),2017,144
Florida,FL,Donald J. Trump (1st Term),2018,395
Florida,FL,Donald J. Trump (1st Term),2019,267
Florida,FL,Donald J. Trump (1st Term),2020,512
Florida,FL,Donald J. Trump (1st Term),2021,8
Florida,FL,Donald J. Trump (1st Term),2024,1
Florida,FL,Donald J. Trump (2nd Term),2025,211
Florida,FL,Donald J. Trump (2nd Term),2026,6
Florida,FL,Dwight D. Eisenhower,1954,2
Florida,FL,Dwight D. Eisenhower,1955,1
Florida,FL,Dwight D. Eisenhower,1956,14
Florida,FL,Dwight D. Eisenhower,1957,2
Florida,FL,Dwight D. Eisenhower,1958,3
Florida,FL,Dwight D. Eisenhower,1959,7
Florida,FL,Dwight D. Eisenhower,1960,2
Florida,FL,Franklin D. Roosevelt,1936,1
Florida,FL,Franklin D. Roosevelt,1938,3
Florida,FL,Franklin D. Roosevelt,1939,5
Florida,FL,Franklin D. Roosevelt,1940,1
Florida,FL,Franklin D. Roosevelt,1941,5
Florida,FL,George Bush,1989,51
Florida,FL,George Bush,1990,102
Florida,FL,George Bush,1991,21
Florida,FL,George Bush,1992,134
Florida,FL,George W. Bush,2001,69
Florida,FL,George W. Bush,2002,86
Florida,FL,George W. Bush,2003,50
Florida,FL,George W. Bush,2004,267
Florida,FL,George W. Bush,2005,78
Florida,FL,George W. Bush,2006,70
Florida,FL,George W. Bush,2007,36
Florida,FL,George W. Bush,2008,14
Florida,FL,George W. Bush,2016,3
Florida,FL,Gerald R. Ford,1974,5
Florida,FL,Gerald R. Ford,1975,48
Florida,FL,Gerald R. Ford,1976,205
Florida,FL,Herbert Hoover,1929,8
Florida,FL,Herbert Hoover,1930,1
Florida,FL,James Monroe,1821,2
Florida,FL,Jimmy Carter,1977,26
Florida,FL,Jimmy Carter,1978,44
Florida,FL,Jimmy Carter,1979,56
Florida,FL,Jimmy Carter,1980,133
Florida,FL,John F. Kennedy,1960,1
Florida,FL,John F. Kennedy,1961,6
Florida,FL,John F. Kennedy,1962,25
Florida,FL,John F. Kennedy,1963,25
Florida,FL,"Joseph R. Biden, Jr.",2020,1
Florida,FL,"Joseph R. Biden, Jr.",2021,37
Florida,FL,"Joseph R. Biden, Jr.",2022,153
Florida,FL,"Joseph R. Biden, Jr.",2023,72
Florida,FL,"Joseph R. Biden, Jr.",2024,120
Florida,FL,"Joseph R. Biden, Jr.",2025,2
Florida,FL,Lyndon B. Johnson,1963,2
Florida,FL,Lyndon B. Johnson,1964,73
Florida,FL,Lyndon B. Johnson,1965,7
Florida,FL,Lyndon B. Johnson,1966,13
Florida,FL,Lyndon B. Johnson,1967,2
Florida,FL,Lyndon B. Johnson,1968,6
Florida,FL,Richard Nixon,1968,1
Florida,FL,Richard Nixon,1969,10
Florida,FL,Richard Nixon,1970,59
Florida,FL,Richard Nixon,1971,11
Florida,FL,Richard Nixon,1972,16
Florida,FL,Richard Nixon,1973,15
Florida,FL,Richard Nixon,1974,8
Florida,FL,Ronald Reagan,1981,9
Florida,FL,Ronald Reagan,1982,31
Florida,FL,Ronald Reagan,1983,31
Florida,FL,Ronald Reagan,1984,33
Florida,FL,Ronald Reagan,1985,13
Florida,FL,Ronald Reagan,1986,44
Florida,FL,Ronald Reagan,1987,17
Florida,FL,Ronald Reagan,1988,29
Florida,FL,Theodore Roosevelt,1905,5
Florida,FL,Warren G. Harding,1921,1
Florida,FL,William Howard Taft,1910,3
Florida,FL,William J. Clinton,1993,103
Florida,FL,William J. Clinton,1994,104
Florida,FL,William J. Clinton,1995,136
Florida,FL,William J. Clinton,1996,106
Florida,FL,William J. Clinton,1997,98
Florida,FL,William J. Clinton,1998,157
Florida,FL,William J. Clinton,1999,112
Florida,FL,William J. Clinton,2000,143
Florida,FL,William J. Clinton,2001,10
Florida,FL,William J. Clinton,2008,5
Florida,FL,Woodrow Wilson,1916,2
Georgia,GA,Abraham Lincoln,1860,1
Georgia,GA,Andrew Johnson,1865,1
Georgia,GA,Barack Obama,2008,2
Georgia,GA,Barack Obama,2009,12
Georgia,GA,Barack Obama,2010,17
Georgia,GA,Barack Obama,2011,5
Georgia,GA,Barack Obama,2012,25
Georgia,GA,Barack Obama,2013,18
Georgia,GA,Barack Obama,2014,20
Georgia,GA,Barack Obama,2015,9
Georgia,GA,Barack Obama,2016,14
Georgia,GA,Calvin Coolidge,1923,1
Georgia,GA,Calvin Coolidge,1925,2
Georgia,GA,Calvin Coolidge,1926,1
Georgia,GA,Calvin Coolidge,1927,1
Georgia,GA,Donald J. Trump (1st Term),2016,1
Georgia,GA,Donald J. Trump (1st Term),2017,17
Georgia,GA,Donald J. Trump (1st Term),2018,179
Georgia,GA,Donald J. Trump (1st Term),2019,63
Georgia,GA,Donald J. Trump (1st Term),2020,182
Georgia,GA,Donald J. Trump (1st Term),2021,115
Georgia,GA,Donald J. Trump (1st Term),2024,1
Georgia,GA,Donald J. Trump (2nd Term),2025,48
Georgia,GA,Donald J. Trump (2nd Term),2026,2
Georgia,GA,Dwight D. Eisenhower,1953,2
Georgia,GA,Dwight D. Eisenhower,1954,5
Georgia,GA,Dwight D. Eisenhower,1955,2
Georgia,GA,Dwight D. Eisenhower,1956,2
Georgia,GA,Dwight D. Eisenhower,1957,2
Georgia,GA,Dwight D. Eisenhower,1958,1
Georgia,GA,Dwight D. Eisenhower,1959,2
Georgia,GA,Dwight D. Eisenhower,1960,1
Georgia,GA,Franklin D. Roosevelt,1933,14
Georgia,GA,Franklin D. Roosevelt,1934,5
Georgia,GA,Franklin D. Roosevelt,1935,11
Georgia,GA,Franklin D. Roosevelt,1936,17
Georgia,GA,Franklin D. Roosevelt,1937,3
Georgia,GA,Franklin D. Roosevelt,1938,44
Georgia,GA,Franklin D. Roosevelt,1939,6
Georgia,GA,Franklin D. Roosevelt,1940,2
Georgia,GA,Franklin D. Roosevelt,1941,3
Georgia,GA,Franklin D. Roosevelt,1942,3
Georgia,GA,Franklin D. Roosevelt,1944,6
Georgia,GA,George Bush,1989,14
Georgia,GA,George Bush,1990,24
Georgia,GA,George Bush,1991,12
Georgia,GA,George Bush,1992,67
Georgia,GA,George W. Bush,2001,28
Georgia,GA,George W. Bush,2002,79
Georgia,GA,George W. Bush,2003,17
Georgia,GA,George W. Bush,2004,61
Georgia,GA,George W. Bush,2005,126
Georgia,GA,George W. Bush,2006,91
Georgia,GA,George W. Bush,2007,27
Georgia,GA,George W. Bush,2008,142
Georgia,GA,George Washington,1794,1
Georgia,GA,George Washington,1795,1
Georgia,GA,Gerald R. Ford,1975,28
Georgia,GA,Gerald R. Ford,1976,95
Georgia,GA,Herbert Hoover,1929,1
Georgia,GA,Herbert Hoover,1930,2
Georgia,GA,Jimmy Carter,1977,219
Georgia,GA,Jimmy Carter,1978,213
Georgia,GA,Jimmy Carter,1979,112
Georgia,GA,Jimmy Carter,1980,225
Georgia,GA,Jimmy Carter,1981,2
Georgia,GA,John F. Kennedy,1961,2
Georgia,GA,John F. Kennedy,1962,3
Georgia,GA,John F. Kennedy,1963,8
Georgia,GA,"Joseph R. Biden, Jr.",2020,2
Georgia,GA,"Joseph R. Biden, Jr.",2021,73
Georgia,GA,"Joseph R. Biden, Jr.",2022,62
Georgia,GA,"Joseph R. Biden, Jr.",2023,26
Georgia,GA,"Joseph R. Biden, Jr.",2024,61
Georgia,GA,"Joseph R. Biden, Jr.",2025,4
Georgia,GA,Lyndon B. Johnson,1963,1
Georgia,GA,Lyndon B. Johnson,1964,92
Georgia,GA,Lyndon B. Johnson,1965,6
Georgia,GA,Lyndon B. Johnson,1966,3
Georgia,GA,Lyndon B. Johnson,1967,4
Georgia,GA,Lyndon B. Johnson,1968,21
Georgia,GA,Lyndon B. Johnson,1969,8
Georgia,GA,Richard Nixon,1970,6
Georgia,GA,Richard Nixon,1971,3
Georgia,GA,Richard Nixon,1972,7
Georgia,GA,Richard Nixon,1973,3
Georgia,GA,Richard Nixon,1974,1
Georgia,GA,Ronald Reagan,1981,2
Georgia,GA,Ronald Reagan,1982,6
Georgia,GA,Ronald Reagan,1983,9
Georgia,GA,Ronald Reagan,1984,13
Georgia,GA,Ronald Reagan,1985,7
Georgia,GA,Ronald Reagan,1986,33
Georgia,GA,Ronald Reagan,1987,6
Georgia,GA,Ronald Reagan,1988,7
Georgia,GA,Theodore Roosevelt,1902,5
Georgia,GA,Theodore Roosevelt,1903,1
Georgia,GA,Theodore Roosevelt,1905,4
Georgia,GA,Theodore Roosevelt,1910,1
Georgia,GA,Warren G. Harding,1921,6
Georgia,GA,William Howard Taft,1909,13
Georgia,GA,William Howard Taft,1910,1
Georgia,GA,William Howard Taft,1911,1
Georgia,GA,William J. Clinton,1993,28
Georgia,GA,William J. Clinton,1994,64
Georgia,GA,William J. Clinton,1995,27
Georgia,GA,William J. Clinton,1996,37
Georgia,GA,William J. Clinton,1997,39
Georgia,GA,William J. Clinton,1998,21
Georgia,GA,William J. Clinton,1999,49
Georgia,GA,William J. Clinton,2000,23
Georgia,GA,William J. Clinton,2008,1
Georgia,GA,William McKinley,1898,1
Hawaii,HI,Barack Obama,2009,21
Hawaii,HI,Barack Obama,2010,17
Hawaii,HI,Barack Obama,2011,54
Hawaii,HI,Barack Obama,2012,24
Hawaii,HI,Barack Obama,2013,8
Hawaii,HI,Barack Obama,2014,22
Hawaii,HI,Barack Obama,2015,23
Hawaii,HI,Barack Obama,2016,40
Hawaii,HI,Barack Obama,2017,2
Hawaii,HI,Calvin Coolidge,1926,1
Hawaii,HI,Calvin Coolidge,1927,1
Hawaii,HI,Donald J. Trump (1st Term),2017,7
Hawaii,HI,Donald J. Trump (1st Term),2018,14
Hawaii,HI,Donald J. Trump (1st Term),2019,25
Hawaii,HI,Donald J. Trump (1st Term),2020,12
Hawaii,HI,Donald J. Trump (2nd Term),2025,15
Hawaii,HI,Dwight D. Eisenhower,1953,5
Hawaii,HI,Dwight D. Eisenhower,1954,7
Hawaii,HI,Dwight D. Eisenhower,1955,4
Hawaii,HI,Dwight D. Eisenhower,1956,2
Hawaii,HI,Dwight D. Eisenhower,1957,1
Hawaii,HI,Dwight D. Eisenhower,1958,4
Hawaii,HI,Dwight D. Eisenhower,1959,5
Hawaii,HI,Dwight D. Eisenhower,1960,11
Hawaii,HI,Franklin D. Roosevelt,1934,9
Hawaii,HI,Franklin D. Roosevelt,1940,5
Hawaii,HI,Franklin D. Roosevelt,1941,5
Hawaii,HI,Franklin D. Roosevelt,1942,3
Hawaii,HI,Franklin D. Roosevelt,1943,1
Hawaii,HI,Franklin D. Roosevelt,1944,10
Hawaii,HI,George Bush,1989,4
Hawaii,HI,George Bush,1990,18
Hawaii,HI,George Bush,1991,12
Hawaii,HI,George Bush,1992,7
Hawaii,HI,George W. Bush,2001,3
Hawaii,HI,George W. Bush,2002,1
Hawaii,HI,George W. Bush,2003,7
Hawaii,HI,George W. Bush,2006,5
Hawaii,HI,George W. Bush,2007,4
Hawaii,HI,George W. Bush,2008,1
Hawaii,HI,George W. Bush,2009,1
Hawaii,HI,Gerald R. Ford,1974,2
Hawaii,HI,Gerald R. Ford,1975,17
Hawaii,HI,Gerald R. Ford,1976,3
Hawaii,HI,Herbert Hoover,1929,3
Hawaii,HI,Jimmy Carter,1977,8
Hawaii,HI,Jimmy Carter,1978,10
Hawaii,HI,Jimmy Carter,1979,6
Hawaii,HI,Jimmy Carter,1980,6
Hawaii,HI,John F. Kennedy,1962,1
Hawaii,HI,John F. Kennedy,1963,4
Hawaii,HI,"Joseph R. Biden, Jr.",2022,7
Hawaii,HI,"Joseph R. Biden, Jr.",2023,32
Hawaii,HI,"Joseph R. Biden, Jr.",2024,4
Hawaii,HI,"Joseph R. Biden, Jr.",2025,2
Hawaii,HI,Lyndon B. Johnson,1964,6
Hawaii,HI,Lyndon B. Johnson,1965,1
Hawaii,HI,Lyndon B. Johnson,1966,25
Hawaii,HI,Lyndon B. Johnson,1967,3
Hawaii,HI,Lyndon B. Johnson,1968,14
Hawaii,HI,Richard Nixon,1969,10
Hawaii,HI,Richard Nixon,1970,8
Hawaii,HI,Richard Nixon,1971,1
Hawaii,HI,Richard Nixon,1972,17
Hawaii,HI,Richard Nixon,1973,2
Hawaii,HI,Ronald Reagan,1982,3
Hawaii,HI,Ronald Reagan,1983,2
Hawaii,HI,Ronald Reagan,1984,17
Hawaii,HI,Ronald Reagan,1985,5
Hawaii,HI,Ronald Reagan,1986,12
Hawaii,HI,Ronald Reagan,1988,3
Hawaii,HI,Theodore Roosevelt,1902,1
Hawaii,HI,Theodore Roosevelt,1903,1
Hawaii,HI,Warren G. Harding,1922,2
Hawaii,HI,William Howard Taft,1912,2
Hawaii,HI,William J. Clinton,1993,32
Hawaii,HI,William J. Clinton,1994,81
Hawaii,HI,William J. Clinton,1995,13
Hawaii,HI,William J. Clinton,1996,2
Hawaii,HI,William J. Clinton,1997,19
Hawaii,HI,William J. Clinton,1998,14
Hawaii,HI,William J. Clinton,1999,13
Hawaii,HI,William J. Clinton,2000,21
Hawaii,HI,William J. Clinton,2001,4
Hawaii,HI,Woodrow Wilson,1913,2
Hawaii,HI,Woodrow Wilson,1915,1
Idaho,ID,Barack Obama,2009,4
Idaho,ID,Barack Obama,2011,3
Idaho,ID,Barack Obama,2013,3
Idaho,ID,Barack Obama,2014,2
Idaho,ID,Barack Obama,2015,15
Idaho,ID,Barack Obama,2016,3
Idaho,ID,Calvin Coolidge,1925,2
Idaho,ID,Donald J. Trump (1st Term),2017,1
Idaho,ID,Donald J. Trump (1st Term),2018,10
Idaho,ID,Donald J. Trump (1st Term),2019,3
Idaho,ID,Donald J. Trump (1st Term),2020,29
Idaho,ID,Donald J. Trump (2nd Term),2025,9
Idaho,ID,Dwight D. Eisenhower,1953,1
Idaho,ID,Dwight D. Eisenhower,1954,2
Idaho,ID,Franklin D. Roosevelt,1934,1
Idaho,ID,Franklin D. Roosevelt,1935,1
Idaho,ID,Franklin D. Roosevelt,1936,1
Idaho,ID,Franklin D. Roosevelt,1937,7
Idaho,ID,Franklin D. Roosevelt,1940,1
Idaho,ID,Franklin D. Roosevelt,1942,1
Idaho,ID,George Bush,1989,1
Idaho,ID,George Bush,1990,19
Idaho,ID,George Bush,1991,1
Idaho,ID,George Bush,1992,1
Idaho,ID,George W. Bush,2001,3
Idaho,ID,George W. Bush,2002,2
Idaho,ID,George W. Bush,2003,2
Idaho,ID,George W. Bush,2004,1
Idaho,ID,George W. Bush,2005,15
Idaho,ID,George W. Bush,2006,12
Idaho,ID,George W. Bush,2007,6
Idaho,ID,Gerald R. Ford,1975,2
Idaho,ID,Gerald R. Ford,1976,8
Idaho,ID,Herbert Hoover,1929,1
Idaho,ID,Jimmy Carter,1977,6
Idaho,ID,Jimmy Carter,1978,10
Idaho,ID,Jimmy Carter,1979,1
Idaho,ID,Jimmy Carter,1980,22
Idaho,ID,John F. Kennedy,1961,1
Idaho,ID,John F. Kennedy,1963,1
Idaho,ID,"Joseph R. Biden, Jr.",2021,10
Idaho,ID,"Joseph R. Biden, Jr.",2022,16
Idaho,ID,"Joseph R. Biden, Jr.",2023,13
Idaho,ID,"Joseph R. Biden, Jr.",2024,7
Idaho,ID,"Joseph R. Biden, Jr.",2025,1
Idaho,ID,Lyndon B. Johnson,1964,17
Idaho,ID,Lyndon B. Johnson,1965,1
Idaho,ID,Lyndon B. Johnson,1966,22
Idaho,ID,Lyndon B. Johnson,1968,1
Idaho,ID,Richard Nixon,1971,9
Idaho,ID,Ronald Reagan,1982,2
Idaho,ID,Ronald Reagan,1985,8
Idaho,ID,Ronald Reagan,1986,6
Idaho,ID,Ronald Reagan,1988,1
Idaho,ID,Theodore Roosevelt,1902,1
Idaho,ID,Theodore Roosevelt,1903,11
Idaho,ID,William Howard Taft,1909,1
Idaho,ID,William Howard Taft,1910,3
Idaho,ID,William J. Clinton,1993,1
Idaho,ID,William J. Clinton,1995,10
Idaho,ID,William J. Clinton,1996,9
Idaho,ID,William J. Clinton,1999,2
Idaho,ID,William J. Clinton,2000,14
Idaho,ID,William J. Clinton,2001,4
Idaho,ID,Woodrow Wilson,1919,2
Illinois,IL,Abraham Lincoln,1858,3
Illinois,IL,Abraham Lincoln,1865,3
Illinois,IL,Barack Obama,2004,3
Illinois,IL,Barack Obama,2008,1
Illinois,IL,Barack Obama,2009,31
Illinois,IL,Barack Obama,2010,74
Illinois,IL,Barack Obama,2011,28
Illinois,IL,Barack Obama,2012,59
Illinois,IL,Barack Obama,2013,29
Illinois,IL,Barack Obama,2014,36
Illinois,IL,Barack Obama,2015,20
Illinois,IL,Barack Obama,2016,61
Illinois,IL,Barack Obama,2017,2
Illinois,IL,Calvin Coolidge,1925,3
Illinois,IL,Calvin Coolidge,1927,1
Illinois,IL,Calvin Coolidge,1928,1
Illinois,IL,Donald J. Trump (1st Term),2017,7
Illinois,IL,Donald J. Trump (1st Term),2018,44
Illinois,IL,Donald J. Trump (1st Term),2019,7
Illinois,IL,Donald J. Trump (1st Term),2020,46
Illinois,IL,Donald J. Trump (2nd Term),2025,52
Illinois,IL,Donald J. Trump (2nd Term),2026,2
Illinois,IL,Dwight D. Eisenhower,1953,1
Illinois,IL,Dwight D. Eisenhower,1954,5
Illinois,IL,Dwight D. Eisenhower,1955,4
Illinois,IL,Dwight D. Eisenhower,1956,9
Illinois,IL,Dwight D. Eisenhower,1958,2
Illinois,IL,Dwight D. Eisenhower,1959,1
Illinois,IL,Dwight D. Eisenhower,1960,1
Illinois,IL,Franklin D. Roosevelt,1935,1
Illinois,IL,Franklin D. Roosevelt,1936,8
Illinois,IL,Franklin D. Roosevelt,1938,1
Illinois,IL,Franklin D. Roosevelt,1939,3
Illinois,IL,Franklin D. Roosevelt,1940,1
Illinois,IL,Franklin D. Roosevelt,1941,2
Illinois,IL,Franklin D. Roosevelt,1943,2
Illinois,IL,Franklin D. Roosevelt,1944,2
Illinois,IL,George Bush,1989,26
Illinois,IL,George Bush,1990,38
Illinois,IL,George Bush,1991,16
Illinois,IL,George Bush,1992,51
Illinois,IL,George W. Bush,2001,9
Illinois,IL,George W. Bush,2002,23
Illinois,IL,George W. Bush,2003,13
Illinois,IL,George W. Bush,2004,15
Illinois,IL,George W. Bush,2005,48
Illinois,IL,George W. Bush,2006,32
Illinois,IL,George W. Bush,2007,11
Illinois,IL,George W. Bush,2008,4
Illinois,IL,Gerald R. Ford,1974,6
Illinois,IL,Gerald R. Ford,1975,36
Illinois,IL,Gerald R. Ford,1976,163
Illinois,IL,Herbert Hoover,1929,3
Illinois,IL,Herbert Hoover,1930,3
Illinois,IL,Herbert Hoover,1931,5
Illinois,IL,Herbert Hoover,1932,6
Illinois,IL,Jimmy Carter,1976,2
Illinois,IL,Jimmy Carter,1977,13
Illinois,IL,Jimmy Carter,1978,55
Illinois,IL,Jimmy Carter,1979,31
Illinois,IL,Jimmy Carter,1980,88
Illinois,IL,John F. Kennedy,1961,7
Illinois,IL,John F. Kennedy,1962,30
Illinois,IL,John F. Kennedy,1963,9
Illinois,IL,"Joseph R. Biden, Jr.",2021,21
Illinois,IL,"Joseph R. Biden, Jr.",2022,21
Illinois,IL,"Joseph R. Biden, Jr.",2023,26
Illinois,IL,"Joseph R. Biden, Jr.",2024,7
Illinois,IL,Lyndon B. Johnson,1964,52
Illinois,IL,Lyndon B. Johnson,1965,7
Illinois,IL,Lyndon B. Johnson,1966,22
Illinois,IL,Lyndon B. Johnson,1967,8
Illinois,IL,Lyndon B. Johnson,1968,7
Illinois,IL,Lyndon B. Johnson,1969,2
Illinois,IL,Richard Nixon,1968,2
Illinois,IL,Richard Nixon,1969,2
Illinois,IL,Richard Nixon,1970,31
Illinois,IL,Richard Nixon,1971,15
Illinois,IL,Richard Nixon,1972,13
Illinois,IL,Richard Nixon,1973,3
Illinois,IL,Richard Nixon,1974,3
Illinois,IL,Ronald Reagan,1980,2
Illinois,IL,Ronald Reagan,1981,26
Illinois,IL,Ronald Reagan,1982,37
Illinois,IL,Ronald Reagan,1983,40
Illinois,IL,Ronald Reagan,1984,47
Illinois,IL,Ronald Reagan,1985,20
Illinois,IL,Ronald Reagan,1986,57
Illinois,IL,Ronald Reagan,1987,28
Illinois,IL,Ronald Reagan,1988,36
Illinois,IL,Theodore Roosevelt,1902,2
Illinois,IL,Theodore Roosevelt,1903,7
Illinois,IL,Theodore Roosevelt,1905,10
Illinois,IL,Warren G. Harding,1922,3
Illinois,IL,Warren G. Harding,1923,1
Illinois,IL,William Howard Taft,1909,1
Illinois,IL,William Howard Taft,1911,1
Illinois,IL,William J. Clinton,1993,48
Illinois,IL,William J. Clinton,1994,31
Illinois,IL,William J. Clinton,1995,24
Illinois,IL,William J. Clinton,1996,37
Illinois,IL,William J. Clinton,1997,36
Illinois,IL,William J. Clinton,1998,44
Illinois,IL,William J. Clinton,1999,40
Illinois,IL,William J. Clinton,2000,50
Illinois,IL,William J. Clinton,2001,19
Illinois,IL,Woodrow Wilson,1919,1
Indiana,IN,Abraham Lincoln,1865,3
Indiana,IN,Barack Obama,2008,1
Indiana,IN,Barack Obama,2009,58
Indiana,IN,Barack Obama,2010,11
Indiana,IN,Barack Obama,2011,9
Indiana,IN,Barack Obama,2012,3
Indiana,IN,Barack Obama,2013,6
Indiana,IN,Barack Obama,2014,6
Indiana,IN,Barack Obama,2015,17
Indiana,IN,Barack Obama,2016,15
Indiana,IN,Benjamin Harrison,1889,8
Indiana,IN,Benjamin Harrison,1890,1
Indiana,IN,Calvin Coolidge,1927,3
Indiana,IN,Donald J. Trump (1st Term),2016,2
Indiana,IN,Donald J. Trump (1st Term),2017,26
Indiana,IN,Donald J. Trump (1st Term),2018,177
Indiana,IN,Donald J. Trump (1st Term),2019,16
Indiana,IN,Donald J. Trump (1st Term),2020,43
Indiana,IN,Donald J. Trump (1st Term),2021,1
Indiana,IN,Donald J. Trump (2nd Term),2025,73
Indiana,IN,Dwight D. Eisenhower,1954,5
Indiana,IN,Dwight D. Eisenhower,1955,1
Indiana,IN,Dwight D. Eisenhower,1956,1
Indiana,IN,Dwight D. Eisenhower,1957,1
Indiana,IN,Dwight D. Eisenhower,1959,1
Indiana,IN,Dwight D. Eisenhower,1960,3
Indiana,IN,Franklin D. Roosevelt,1935,1
Indiana,IN,Franklin D. Roosevelt,1936,8
Indiana,IN,Franklin D. Roosevelt,1939,1
Indiana,IN,Franklin D. Roosevelt,1940,1
Indiana,IN,Franklin D. Roosevelt,1941,1
Indiana,IN,Franklin D. Roosevelt,1944,17
Indiana,IN,George Bush,1989,5
Indiana,IN,George Bush,1990,19
